,new_V1,new_V2
75,-12.996449,-16.643583
76,-13.276503,27.716183
77,-14.502652,-6.038026
78,36.334538,-15.731931
79,27.218298,-14.1628
80,11.5958395,0.3846674
81,-1.4998785,25.762749
82,26.654928,-32.616337
83,-23.242159,-20.193848
84,26.288246,15.094346
85,-10.432621,-3.0559657
86,-33.989517,-18.607594
87,30.961178,11.501598
88,7.9433875,10.612729
89,-35.63114,-16.83691
90,-1.5110573,2.3476684
91,13.102411,-42.81542
92,18.15209,13.936972
93,1.9354054,38.83579
94,-17.12323,-15.550343
95,0.89671993,-17.304888
96,-18.007236,-36.341328
97,-18.007868,-36.34155
98,0.0778947,-1.8042402
99,25.75778,0.87679845
100,7.337976,-13.104943
101,-29.10874,-2.6132336
102,-11.533629,-1.9383796
103,-14.604317,23.427847
104,-33.76506,4.408822
105,5.5013604,20.437359
106,-26.568504,3.4412003
107,6.913485,-15.073428
108,13.431298,-5.1644783
109,31.563982,10.560136
110,13.2466345,-0.46069524
111,13.762844,9.221627
112,-12.21135,-25.126633
113,-22.703074,-19.692196
114,-5.5561123,-12.277125
115,-29.381718,-10.065584
116,-35.650513,-8.428241
117,-1.723828,-30.51667
118,-34.775574,-5.449558
119,-20.465681,-7.640313
120,26.7879,-5.4503713
121,18.77145,-1.3057228
122,20.072477,-5.1749625
123,34.07367,11.723914
124,-19.810081,-12.768843
125,19.84984,20.460768
126,-30.56854,1.1796641
127,17.21572,12.390914
128,-4.2944007,-12.171698
129,-18.211895,4.0411015
130,-19.54228,-16.62584
131,41.43022,0.6401383
132,34.45859,11.566148
133,26.355923,6.1674747
134,17.059273,-8.343788
135,-19.070627,5.8539467
136,-9.356691,12.855188
137,-18.834076,-36.023132
138,29.487669,-28.071125
139,-1.6945995,-32.07825
140,2.5586038,-28.761229
141,-23.478767,-20.112638
142,36.2769,-15.962949
143,-29.357172,6.5411973
144,12.180486,-5.3849077
145,-4.041352,22.807526
146,2.3645415,0.41828793
147,6.3057675,-4.351093
148,26.358658,26.132332
149,-19.82519,25.953297
150,-30.114262,2.0595856
151,-15.008189,-4.481199
152,18.608091,7.110976
153,24.375975,27.08496
154,-7.3947897,-3.9328961
155,4.581584,-27.67218
156,14.767742,12.173182
157,3.841546,11.487374
158,-15.380041,-6.5029764
159,0.8759054,-26.885887
160,-10.069061,35.16364
161,29.741858,23.116713
162,0.95717955,-28.831896
163,11.37549,-9.311629
164,26.83397,-0.5534435
165,-13.450949,1.0569769
166,20.553951,19.828663
167,-24.201038,-11.930709
168,35.26798,10.781607
169,-14.566718,9.563641
170,34.913845,12.2310705
171,13.823603,15.339471
172,16.630367,-6.7726684
173,2.0890672,38.784904
174,-20.342955,34.412647
175,-20.176119,-22.918863
176,-15.669209,-4.380118
177,-22.872196,-7.062691
178,13.704257,7.9958043
179,-12.179323,35.06919
180,-9.022827,16.0462
181,-21.282675,-4.2588387
182,9.932508,12.008466
183,-23.812523,-18.445257
184,21.331453,14.616589
185,14.472731,-3.8576548
186,22.080719,15.502703
187,13.66878,-2.6380124
188,14.679801,37.511047
189,13.9930105,-4.675473
190,-20.418026,-1.8759
191,20.384287,9.870616
192,-24.710659,-19.607292
193,-18.342669,-10.781852
194,-14.486165,27.282486
195,10.880658,1.857988
196,20.99277,14.703205
197,-35.71832,-16.87763
198,25.722132,-3.1670403
199,-14.60525,23.352829
200,-35.31646,20.074766
201,28.794178,-26.336498
202,-11.108182,-3.0401382
203,-7.486708,-4.1598253
204,-19.539526,-0.4193904
205,10.889937,-3.767118
206,-34.236797,2.9936962
207,23.345919,26.759937
208,18.071795,-3.156235
209,-21.146889,31.38064
210,-1.4013444,29.391417
211,28.680607,-12.289306
212,-22.827799,-10.495026
213,16.124393,-1.5036517
214,3.5325296,-17.400908
215,19.195433,-0.115562744
216,31.251474,-11.741846
217,34.311485,13.765481
218,18.496145,-24.699184
219,29.973097,-28.787975
220,20.732656,3.231736
221,-26.508064,-29.821875
222,23.021143,8.496014
223,34.275776,11.882412
224,-8.683611,15.728504
225,-14.267538,3.430904
226,10.769339,-4.162696
227,17.873816,-1.601874
228,5.99052,24.348055
229,15.526662,3.5576653
230,3.153835,-30.401165
231,14.190538,17.979961
232,7.189262,-12.839906
233,-13.629237,-23.2331
234,31.692308,-11.864367
235,3.3860855,-28.448833
236,-9.085751,16.14952
237,-14.334779,-5.8488297
238,19.395916,-5.1673446
239,14.336594,9.608911
240,-26.82559,11.092185
241,-9.487192,6.9640064
242,-3.8823738,-20.516405
243,-20.835922,-16.085625
244,11.573859,-9.2926855
245,-14.360777,9.513695
246,12.052154,-6.9541545
247,15.7686405,18.454653
248,8.069266,15.188668
249,-32.893192,4.386955
250,25.059635,9.462304
251,-9.9097,-15.883844
252,21.93537,6.1394334
253,-14.50255,-5.7355065
254,22.287392,14.5925255
255,-24.737429,10.426491
256,-23.192577,-19.793503
257,30.058125,22.885626
258,4.990863,22.605705
259,27.430813,-0.43797344
260,-18.952444,-16.442057
261,-14.555229,-6.116153
262,7.3091254,-12.874196
263,11.420479,9.805599
264,-17.532824,-10.271061
265,-16.118698,-7.7180443
266,8.853358,-26.84297
267,25.08622,20.94325
268,34.198917,11.884346
269,1.8339957,26.306967
270,-13.369406,1.0512927
271,-14.875038,-5.7888107
272,-13.982784,3.3169124
273,-15.913882,1.6461414
274,25.270847,20.493462
275,5.1466537,22.612976
276,34.843075,12.846568
277,-26.508003,-29.821747
278,-38.30561,7.4604335
279,35.12235,12.865042
280,23.992554,-0.7750335
281,17.603657,13.917133
282,2.5504644,-28.763056
283,-26.522436,-5.649711
284,25.162394,10.071652
285,-3.767526,-20.570032
286,25.027147,6.384509
287,1.2801752,-0.48868728
288,25.607452,20.027935
289,-12.741081,-19.9114
290,-13.100852,-16.881529
291,-34.943146,-18.631521
292,25.811337,19.800867
293,25.95705,19.658749
294,-8.581313,-14.451684
295,-21.202198,-17.357508
296,-22.153664,-2.3775544
297,-13.115168,27.776144
298,-20.100609,-17.51994
299,-16.081312,-0.15604545
300,3.3977458,-28.443218
301,-21.28528,26.964119
302,-27.058252,-6.2783823
303,27.753258,9.247406
304,23.200441,-5.2472315
305,4.9295974,10.860276
306,4.3440175,41.07233
307,-11.756581,-25.56188
308,-33.544193,-10.63084
309,26.226511,10.495948
310,3.8201187,-6.235199
311,11.152107,-21.03001
312,-31.791409,-7.546157
313,-13.815444,30.361668
314,-21.409708,34.896507
315,3.7204878,35.24195
316,6.648507,25.865328
317,-13.648464,27.611515
318,29.061731,-17.060959
319,-14.061099,-19.970512
320,-18.076422,-20.637955
321,24.284796,20.039791
322,-17.403872,20.403807
323,14.390247,9.582063
324,-20.807228,-16.314621
325,5.657493,15.231056
326,14.34356,9.595667
327,-18.830685,-17.806715
328,-26.44982,-5.188613
329,-29.98217,2.2479358
330,17.886759,14.062862
331,28.894796,-26.500336
332,0.1767279,6.8688397
333,-14.069755,23.215208
334,10.854888,5.91747
335,13.710478,-2.2476487
336,13.358862,9.0752
337,-7.7307224,-15.1294
338,-36.97307,-13.844376
339,-14.713132,-3.944869
340,-4.936731,-14.59408
341,-18.515667,-35.6211
342,-0.3100071,-47.226913
343,8.191908,7.6707854
344,3.7433681,-27.559448
345,-16.345112,-13.078455
346,20.733854,2.9435163
347,0.95717716,-28.831898
348,-13.690956,-1.4304273
349,13.823437,9.170345
350,-18.829542,-36.16993
351,6.4104724,-39.18707
352,10.273226,-42.314854
353,-31.559116,-7.0254235
354,21.062733,-15.059935
355,2.7042396,-16.656715
356,27.160492,-20.144281
357,-13.487127,-1.382844
358,1.4301672,-28.84588
359,2.2667947,-28.834654
360,2.351647,-26.065283
361,-8.115347,16.902159
362,-4.00446,23.745155
363,-1.0847082,29.787216
364,20.638405,2.6723585
365,-24.96141,-18.899858
366,6.7793493,-38.09621
367,-26.508295,-29.822147
368,-30.867325,-7.0156155
369,-27.904554,-10.882362
370,-0.8778226,6.418043
371,1.5301725,-25.811136
372,9.839507,1.2084814
373,25.995892,27.002258
374,-15.395172,-6.1641808
375,-30.456228,2.9437006
376,25.913013,5.9819684
377,14.872273,-22.23003
378,5.657335,7.84342
379,13.2463045,-0.7023683
380,18.654047,7.114011
381,-12.19959,-25.20318
382,2.69176,8.131613
383,7.9497986,-12.9398365
384,12.054032,0.58826244
385,33.54147,-9.806848
386,-18.973648,5.5649376
387,-3.3115716,22.453434
388,-0.8070388,-46.902473
389,17.296991,18.531837
390,20.894228,3.6894052
391,27.24124,-0.38669047
392,27.42912,-28.142445
393,0.8068168,2.8269289
394,-22.9156,-2.2852366
395,30.794907,0.9196215
396,13.697344,9.500108
397,6.4856086,-38.85724
398,6.895807,18.795341
399,34.479477,12.763505
400,17.396494,12.693295
401,28.465258,24.69791
402,4.334076,41.072056
403,-24.42997,-13.233394
404,-29.128828,-23.318327
405,24.097605,-6.047635
406,12.764497,-2.9007945
407,-7.5868993,-4.256891
408,7.3483543,19.03235
409,19.20067,-5.012161
410,25.090343,26.317602
411,-11.59254,28.286022
412,27.484177,-0.5383725
413,1.8392789,5.8688703
414,31.596394,-11.849783
415,12.082027,-20.941633
416,-0.7230126,1.5682126
417,26.282555,6.6417193
418,-4.476393,15.296281
419,-4.9015145,22.07552
420,19.832657,15.858517
421,-7.007745,6.533392
422,18.471184,11.392435
423,-7.3539104,-15.112194
424,-33.732162,4.34653
425,15.7458105,19.723957
426,-14.062882,23.189821
427,7.248205,-15.75746
428,1.3318896,38.704704
429,-8.296983,16.620117
430,-16.828928,0.123521976
431,-13.073818,-23.555191
432,33.88227,11.937071
433,-13.152218,16.471516
434,25.818974,15.758145
435,34.97756,12.827651
436,-14.511738,-7.346189
437,8.139985,-13.941415
438,-25.91444,-2.197776
439,27.947046,0.17064716
440,28.286093,24.315544
441,-7.6306424,-3.8614478
442,21.664438,13.964603
443,19.201218,-6.1651363
444,-16.166521,-7.8429165
445,29.451157,-30.079199
446,-33.69406,-11.614884
447,10.322794,-8.666976
448,-20.726614,4.9803543
449,-30.083002,-11.118197
450,24.357101,5.9535294
451,23.581345,-1.0467554
452,24.572662,-11.365595
453,19.079342,-22.5033
454,-11.496554,28.2786
455,-36.29587,-4.8894057
456,-23.051357,12.2723055
457,20.030499,-5.4367733
458,1.8453444,26.283737
459,-11.132214,-3.254348
460,26.357697,14.752598
461,25.465816,13.135655
462,-29.404404,1.096732
463,-29.969906,2.2672107
464,-29.969427,2.2672105
465,15.238525,3.707997
466,6.904575,-12.965281
467,10.832059,1.8451715
468,23.652544,-0.88449734
469,26.398497,15.130635
470,3.0891013,27.507565
471,-12.4928055,20.426262
472,-26.641363,-11.166143
473,1.7504362,-28.703743
474,25.778536,5.116045
475,-14.764399,-7.2778816
476,14.55235,15.851649
477,28.620665,11.764462
478,-29.550133,1.6012964
479,-8.9101095,17.14996
480,23.87097,-0.47362512
481,-24.016304,-19.755295
482,-19.601267,-16.770256
483,-15.374243,-4.329673
484,26.099136,15.146186
485,23.257063,-22.771475
486,-13.876086,31.191513
487,6.525607,-3.830369
488,14.378385,-3.0466008
489,-3.9738955,-12.370214
490,-26.886473,-5.9065714
491,-31.911648,-10.284213
492,-23.641973,-18.352345
493,24.059444,23.424654
494,11.089897,8.748578
495,-23.168264,-19.750671
496,1.8550755,26.187866
497,-6.9963884,-12.025364
498,-21.638262,-4.050154
499,-23.346512,-20.14549
500,-18.324945,-11.99556
501,31.393137,10.925679
502,22.075926,-6.3730435
503,34.95987,12.496215
504,-10.741363,20.308783
505,-10.946429,-3.1705887
506,2.43701,-25.980764
507,25.370848,5.221351
508,-17.46861,4.983478
509,19.519033,-5.571049
510,11.675545,-27.716017
511,-22.892515,-10.689953
512,27.711958,23.127295
513,-3.6912823,-20.347116
514,29.069193,5.8823447
515,1.5622674,-26.943193
516,-11.544248,-23.725677
517,-37.03069,12.6727295
518,22.305323,-6.449523
519,27.703932,9.237183
520,-18.476639,0.33961138
521,24.781773,26.596739
522,9.372142,-0.64287496
523,23.496958,-1.0089048
524,-20.28043,-6.430872
525,24.365126,6.0616026
526,-1.6084912,-16.899784
527,-1.2139907,8.688864
528,18.127495,-2.3891346
529,21.62855,18.880692
530,-18.839014,-15.265542
531,34.324535,12.882636
532,-27.552896,4.0052457
533,10.357907,-1.9250147
534,-29.449913,1.1504419
535,25.60216,1.565427
536,-7.6040044,-3.9402723
537,36.30572,-15.867612
538,25.025501,27.246117
539,18.880772,-23.153408
540,7.7303042,-14.801651
541,-22.003748,-6.4605174
542,-6.4938083,-12.952644
543,-20.7639,-20.084152
544,25.284113,-3.7112002
545,-20.128529,33.94737
546,29.898678,-31.055206
547,2.7096372,-7.779236
548,4.1150784,8.76826
549,-12.458162,-17.471533
550,-2.3433743,24.564625
551,26.259508,2.3787818
552,-16.994839,-2.6073365
553,23.554296,-1.0372924
554,23.554298,-1.0372771
555,25.462345,4.958274
556,26.554708,14.981469
557,7.320447,3.7522054
558,-31.559116,-7.025426
559,-16.701328,-8.605868
560,20.195398,9.886138
561,-18.486374,-17.39094
562,27.39392,-0.36670214
563,-9.110163,16.057
564,6.8624945,-14.40918
565,-0.8758039,26.525017
566,-18.816267,-36.1106
567,-29.391811,1.0828627
568,-21.070696,-8.589086
569,-23.763699,-19.990559
570,0.21474744,-17.432262
571,13.588101,-42.67996
572,22.883753,8.452236
573,-22.48151,-10.149689
574,32.587452,12.618086
575,-28.2962,-24.099127
576,-22.647104,-2.28605
577,10.615534,-4.104349
578,-14.293916,32.35557
579,7.248443,-12.8489685
580,12.520147,-41.157894
581,-38.193115,-11.913179
582,-22.165863,-9.82809
583,-25.155867,-22.888916
584,5.866122,26.240524
585,-21.662193,-8.975468
586,-21.694468,-9.256131
587,0.88060206,-15.653912
588,-26.857794,11.048373
589,9.045614,-6.9789433
590,-14.346375,22.705303
591,-15.216087,1.6570439
592,8.164737,8.11557
593,2.465038,-25.961338
594,-31.559113,-7.025428
595,-18.389317,-10.93515
596,19.327805,-5.6771793
597,-21.129599,-17.48043
598,15.478935,3.375136
599,-29.410114,1.3042012
600,4.046069,-27.99721
601,16.476969,-5.9027295
602,-13.940507,-1.4189583
603,17.37724,11.29655
604,10.8103895,-4.1063895
605,-20.606422,-20.024473
606,-25.145374,-18.482801
607,23.79244,-0.35598445
608,-34.49341,-8.498165
609,14.533352,8.5194
610,-0.33704606,16.724474
611,-30.038622,-3.96706
612,-17.417679,20.38476
613,-15.360125,18.952131
614,-7.47331,-4.0737786
615,-25.964632,-16.159555
616,-20.904343,-7.957613
617,-20.038908,-16.98138
618,-21.684456,-9.294355
619,-10.744882,-2.964246
620,-17.405691,20.400917
621,-15.494547,7.8888636
622,-37.96945,6.4306917
623,25.778297,21.18757
624,-11.863062,-1.2113146
625,-21.774075,-9.373804
626,-13.650015,27.612352
627,14.979714,8.309857
628,-14.558371,10.000111
629,-19.36418,-17.165747
630,-21.721846,-9.31211
631,2.9196784,27.295412
632,-13.138363,-23.503393
633,-13.543877,16.482279
634,-24.064041,-19.967379
635,7.4904485,19.119852
636,-23.806053,-17.813805
637,8.428396,9.413562
638,12.63494,-41.27864
639,-15.065106,8.092216
640,25.43505,0.8981008
641,-22.67918,-2.265923
642,-21.582344,-8.875249
643,21.588434,6.079746
644,9.648158,9.935536
645,-4.0337415,10.2365885
646,23.944948,-5.8932714
647,36.48061,13.255163
648,0.46272236,8.464317
649,31.196844,1.4041269
650,-21.786852,-9.407488
651,-21.752867,-9.325337
652,27.821203,0.8324608
653,11.10427,7.8671885
654,14.834697,8.567186
655,9.237792,16.553776
656,24.805567,20.535112
657,13.701797,3.997981
658,2.5683827,-7.2502933
659,-8.02265,16.183237
660,-2.9395561,-5.4054112
661,2.5780568,-7.2518516
662,2.522069,-7.305672
663,35.952217,-22.378426
664,25.146194,20.260387
665,2.3337212,36.2682
666,25.594036,19.991203
667,-26.29164,4.1245418
668,-36.18536,-6.3889923
669,3.19212,27.435766
670,-4.0325947,-12.208053
671,12.539923,41.454235
672,-0.4962915,-16.73892
673,-32.20977,-7.148273
674,11.573986,13.09942
675,5.777584,7.574128
676,25.878765,5.7668576
677,-20.446508,-23.16272
678,22.455124,15.560383
679,35.47656,-17.23166
680,-23.051556,12.271861
681,10.747266,1.7573835
682,9.368773,1.1625782
683,-24.470451,-18.308008
684,12.218385,-41.191875
685,33.747242,11.824177
686,10.940019,8.8630085
687,-16.49401,-4.6693068
688,24.424559,5.9749246
689,-21.564339,-8.721338
690,25.674387,6.342912
691,20.735247,19.857325
692,14.029592,17.75437
693,8.960297,1.8552506
694,29.792465,8.232661
695,15.236455,12.903784
696,-15.854681,21.435051
697,32.591507,12.752211
698,8.155838,-13.473
699,23.898327,11.656275
700,19.280691,-2.2373476
701,-27.90302,7.833813
702,-7.8243084,10.610632
703,6.2063513,-4.609937
704,-17.274384,-11.66725
705,26.821875,4.2785053
706,25.773268,5.1792717
707,26.677307,0.5632005
708,21.123898,15.242197
709,31.685041,-11.961753
710,16.212128,-6.344385
711,17.72802,8.898811
712,-17.106398,-7.430006
713,22.348005,-13.912186
714,-15.100347,1.4804585
715,33.945286,11.961941
716,8.403993,-11.578297
717,27.75417,9.243787
718,25.826908,5.998148
719,15.315835,3.5781772
720,-18.28567,-16.236702
721,-9.249423,35.727932
722,34.11798,12.07856
723,4.3808737,-27.78777
724,14.970791,8.316433
725,-13.174923,-12.580202
726,-20.657608,-20.040346
727,-26.555424,-24.506874
728,25.685457,5.072305
729,25.51571,4.89946
730,-18.76281,-16.572292
731,-20.359278,29.419403
732,34.767593,11.668991
733,-30.895275,-8.395652
734,25.56454,4.9706287
735,-24.089165,-20.101679
736,15.462842,-8.330764
737,-36.665462,9.787106
738,25.52966,5.0329685
739,25.5138,4.825971
740,-1.2964681,0.1174602
741,-1.5928652,8.102115
742,-36.15867,10.193938
743,-21.479637,34.758953
744,17.919485,-1.5866075
745,25.550077,4.523327
746,-15.201733,8.7518835
747,-36.05393,11.206027
748,28.870731,-13.975696
749,-3.968012,-12.905805
750,24.468874,22.902775
751,-22.96045,-7.2439003
752,1.9485141,38.8454
753,23.14685,-22.669977
754,17.622826,17.305548
755,9.475873,3.6592727
756,4.243293,20.11215
757,30.04662,22.80201
758,37.005196,4.730874
759,26.412155,15.072785
760,-13.27105,9.375643
761,-25.21727,-18.270947
762,25.594248,5.4073133
763,-20.469233,29.294418
764,1.0273359,16.554235
765,-1.9813278,-32.399586
766,-19.657284,5.5104275
767,11.563431,-42.76775
768,-18.58097,-15.67065
769,-24.11332,-20.367525
770,-17.221056,1.5183576
771,-19.013216,-15.502495
772,18.273186,0.22508079
773,28.676355,-17.867002
774,-21.650368,-4.2246165
775,3.1202712,27.389292
776,25.874077,5.99985
777,-18.871773,-15.393403
778,-25.232376,-23.10413
779,25.367104,12.729509
780,25.4497,5.2664614
781,26.091118,5.2970614
782,25.427198,5.16298
783,21.137794,15.295159
784,-16.166082,0.83625555
785,3.0794966,27.360725
786,16.0804,-6.2702365
787,25.881235,18.975098
788,25.952682,5.3041844
789,25.533228,4.3881288
790,-2.9412632,-5.1998744
791,25.577555,5.0438147
792,25.49842,4.8560686
793,35.360523,-17.098822
794,-10.700078,30.766172
795,-22.215462,-5.0380945
796,25.28901,12.641989
797,-38.284046,7.38233
798,15.337013,3.7925053
799,-18.179775,-16.172136
800,26.304098,4.8401804
801,26.305277,4.840125
802,-0.24994828,6.8048964
803,-20.590315,-15.8232975
804,26.005922,5.2821703
805,-34.658386,-7.5176477
806,14.58428,-4.5718284
807,-15.16277,-5.6555195
808,15.629533,2.6832657
809,25.217066,5.203812
810,-10.631529,20.369434
811,3.9173162,-17.531637
812,3.361403,27.32247
813,-11.128851,-3.1432195
814,26.857103,-1.4499338
815,22.107594,15.178353
816,3.9481318,-18.099005
817,20.084986,9.856658
818,25.450764,9.691617
819,-13.154532,0.115287215
820,25.767748,5.172404
821,-10.661999,-2.9506261
822,12.285911,13.740538
823,0.9621371,-26.83261
824,20.486935,9.247632
825,-1.2110212,-31.831533
826,5.158495,22.629663
827,25.517195,5.4458566
828,-12.136636,20.362524
829,-13.783534,-17.021328
830,-18.366667,-10.807321
831,26.874615,-4.4445295
832,25.455013,4.790108
833,-38.918625,-11.40947
834,27.634207,23.431276
835,19.271832,13.622941
836,25.372063,4.8028507
837,25.387123,4.579319
838,33.77986,11.574476
839,9.293817,9.625617
840,15.164439,7.7692404
841,29.598534,23.22984
842,-11.223555,35.631947
843,14.347686,18.111702
844,-9.009967,17.819708
845,8.327018,7.9404697
846,-13.8407755,-16.66359
847,12.061867,-4.664079
848,-7.310794,-15.097602
849,23.117344,-6.2773066
850,-18.052723,-11.931938
851,-17.578041,-15.451699
852,9.444761,16.562424
853,-7.639597,-15.1635685
854,-21.01821,34.276066
855,-18.87689,-36.404743
856,14.801306,18.215565
857,8.795908,-28.632956
858,9.035615,6.142728
859,15.717185,18.439922
860,-21.129725,-17.448431
861,1.085608,-0.4774275
862,21.634212,19.15703
863,31.951092,1.8296165
864,-26.699884,9.437286
865,25.734161,-3.1576364
866,-18.36078,-36.290302
867,-16.458673,-13.4275465
868,17.189787,-7.1453648
869,-20.590727,26.962044
870,15.314381,7.214209
871,16.562366,-5.281012
872,6.3226986,18.493502
873,-24.396624,-19.9165
874,30.528147,11.261814
875,2.8034935,-28.683273
876,30.066162,7.628469
877,12.212052,-6.535226
878,7.591444,-12.9211855
879,18.892418,7.606366
880,-33.98664,4.3815317
881,-36.092205,12.640323
882,3.7698896,10.18586
883,26.90606,-5.609739
884,-3.1213129,-4.077456
885,0.91499954,-26.875038
886,-3.6510277,10.311135
887,13.754196,-4.6952157
888,-34.23775,-11.8364935
889,-3.1042802,10.9400625
890,11.182584,13.806233
891,-19.056545,-17.753428
892,-14.547839,-5.958109
893,15.945484,2.6783047
894,-18.973816,5.4111357
895,16.061316,5.706681
896,-5.0492268,8.457246
897,-38.914074,-11.355652
898,-35.446796,-16.732239
899,2.4748976,-16.402456
900,25.52955,25.879036
901,-15.281994,6.879676
902,-6.559359,-13.044139
903,-35.316734,20.07431
904,2.4220512,-9.207372
905,13.606998,13.136747
906,-13.327118,17.42358
907,6.7446866,25.779753
908,25.218834,20.667387
909,13.372871,9.477755
910,2.5765007,-9.127268
911,-21.175352,-17.544447
912,-30.14854,0.9891457
913,1.4257904,-25.846563
914,18.804544,-2.6452756
915,13.373575,9.436411
916,25.04264,18.6689
917,12.245736,2.0458446
918,15.648077,2.3190932
919,-30.162682,2.3871024
920,7.8049736,0.40587994
921,29.892282,8.075597
922,-30.003553,2.681822
923,13.4823,9.2829275
924,-18.873497,-17.760153
925,-16.450113,-5.3350635
926,-37.635006,12.677311
927,26.755095,6.82923
928,-4.409467,-14.308438
929,25.382359,-3.227271
930,-37.04237,-13.851985
931,-14.272694,3.274689
932,3.484853,-8.602914
933,15.888565,-6.1573524
934,5.817962,24.407196
935,19.086851,7.9202766
936,-24.358006,-17.883184
937,13.359715,9.438424
938,-29.87262,2.904988
939,12.031233,-4.843039
940,-31.577648,-7.026937
941,18.32656,-2.0137796
942,-11.634805,33.99456
943,-20.888887,-20.16843
944,-14.729736,-9.170323
945,-9.848862,36.77814
946,-16.038073,-3.9556181
947,28.191956,11.270611
948,-31.58041,-7.02755
949,-21.057678,-18.056976
950,4.6704407,-27.600819
951,-36.905025,-8.183739
952,-21.085573,26.208254
953,20.3548,5.679922
954,35.55582,-17.0997
955,9.81629,-3.6602995
956,30.641924,-29.77314
957,7.458009,19.072386
958,-17.45063,-11.549548
959,14.246233,-3.8901186
960,-7.8455086,13.044751
961,6.595519,-38.50722
962,-31.577648,-7.026937
963,-20.542715,-18.106232
964,14.898299,8.271469
965,-0.7780439,-30.37398
966,-7.702937,-3.4509876
967,26.541576,26.186323
968,29.269093,11.445
969,-16.158205,-4.4862256
970,-22.580719,-4.861425
971,11.071737,9.160576
972,18.60714,7.1120043
973,29.440907,22.476389
974,21.172102,15.187764
975,-0.4973148,0.036766298
976,-23.901966,-20.18876
977,29.658924,23.564491
978,24.858494,20.487556
979,-22.06002,-18.637491
980,12.165838,13.374491
981,10.066645,-0.81656766
982,9.226744,10.124284
983,1.530889,-9.117773
984,-1.7607098,3.8285608
985,-31.06852,-12.316973
986,27.745914,23.06114
987,15.570713,13.185968
988,-31.580048,-7.0244102
989,-18.844215,-36.187405
990,-15.241448,-7.5185466
991,8.753749,14.5771885
992,0.58972126,1.9649047
993,10.930561,-41.702442
994,-16.335485,-2.3288648
995,-14.909865,-7.874746
996,-37.782024,12.3983135
997,-19.048044,-17.984083
998,35.476643,-17.231506
999,-3.0001569,-31.178177
1000,0.5242849,-1.6746765
1001,-23.831884,-12.874303
1002,4.9818435,20.394142
1003,12.841592,9.115252
1004,-30.114244,9.111989
1005,17.89415,-8.603189
1006,36.319332,-15.799859
1007,-24.519512,-3.9441519
1008,-23.1134,-2.3208213
1009,-23.181673,-2.319947
1010,-21.540228,-1.8498399
1011,-23.132347,-2.3012981
1012,-23.126394,-10.789406
1013,20.636768,3.2872827
1014,-23.17,-2.3126142
1015,-23.183546,-2.3183877
1016,-23.128252,-10.788393
1017,-23.184004,-2.318393
1018,-23.175364,-2.3203812
1019,-23.187016,-2.3182895
1020,-23.17726,-2.3151152
1021,22.572636,16.435015
1022,-23.185081,-2.317966
1023,-14.938557,23.036161
1024,-23.161076,-2.3144133
1025,-23.178255,-2.3149335
1026,-23.127764,-10.784668
1027,-20.737432,-20.07352
1028,-23.144108,-2.3098812
1029,16.991581,21.231636
1030,-23.17013,-2.312906
1031,-23.161808,-2.3105485
1032,-23.125038,-10.7864685
1033,-23.177586,-2.3150346
1034,-22.94881,-2.2672253
1035,28.742775,-12.296032
1036,-19.7126,-16.641281
1037,17.961035,-8.612366
1038,4.204123,11.026855
1039,-20.6378,32.951126
1040,9.884677,-26.572046
